                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.412,                 1.6518,                 1.4048,                0.87864,                0.77082,                0.85997,                0.51484,                 1.3852,                  1.032,                 1.4207,             0.00066649,             0.00066649,             0.00066649
                      2,                  1.463,                 1.3262,                 1.4428,                 0.8797,                0.79635,                0.86968,                0.51628,                 1.3284,                 1.0255,                 1.4188,              0.0012892,              0.0012892,              0.0012892
